2023-02-25-15:12:22 [ views.py ] 45行 | [ INFO ] | [ sqllist:['and delete_status = "1" '] ]
2023-02-25-21:59:20 [ views.py ] 292行 | [ INFO ] | [ sql:select * from admin_info where  delete_status = "1" order by id desc limit 0 ,11; ]
2023-02-25-21:59:20 [ views.py ] 293行 | [ INFO ] | [ countsql:select count(1) from (select a.id from admin_info a where delete_status = "1" )b; ]
2023-02-25-22:00:32 [ views.py ] 357行 | [ INFO ] | [ deletesql:update admin_info set  delete_status = 2 where id = 202301003 ; ]
2023-02-25-22:00:37 [ views.py ] 292行 | [ INFO ] | [ sql:select * from admin_info where  delete_status = "1" order by id desc limit 0 ,11; ]
2023-02-25-22:00:37 [ views.py ] 293行 | [ INFO ] | [ countsql:select count(1) from (select a.id from admin_info a where delete_status = "1" )b; ]
2023-02-25-22:07:23 [ views.py ] 400行 | [ INFO ] | [ sql:select * from classify_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-25-22:07:23 [ views.py ] 401行 | [ INFO ] | [ countsql:select count(1) from (select a.id from classify_info a where delete_status = "1" )b; ]
2023-02-25-22:09:29 [ views.py ] 427行 | [ INFO ] | [ insertsql:INSERT INTO admin_info VALUES (null,'社会科学',1,1); ]
2023-02-25-22:09:46 [ views.py ] 427行 | [ INFO ] | [ insertsql:INSERT INTO classify_info VALUES (null,'社会科学',1,1); ]
2023-02-25-22:09:50 [ views.py ] 400行 | [ INFO ] | [ sql:select * from classify_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-25-22:09:50 [ views.py ] 401行 | [ INFO ] | [ countsql:select count(1) from (select a.id from classify_info a where delete_status = "1" )b; ]
2023-02-25-22:11:30 [ views.py ] 443行 | [ INFO ] | [ updatesql:update classify_info set  classify_name = '社会',classify_status='None' where id = 202301003 ; ]
2023-02-25-22:12:04 [ views.py ] 443行 | [ INFO ] | [ updatesql:update classify_info set  classify_name = '社会',classify_status='2' where id = 202301003 ; ]
2023-02-25-22:12:18 [ views.py ] 400行 | [ INFO ] | [ sql:select * from classify_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-25-22:12:18 [ views.py ] 401行 | [ INFO ] | [ countsql:select count(1) from (select a.id from classify_info a where delete_status = "1" )b; ]
2023-02-25-22:13:19 [ views.py ] 464行 | [ INFO ] | [ deletesql:update classify_info set  delete_status = 2 where id = 202301003 ; ]
2023-02-25-22:13:22 [ views.py ] 400行 | [ INFO ] | [ sql:select * from classify_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-25-22:13:22 [ views.py ] 401行 | [ INFO ] | [ countsql:select count(1) from (select a.id from classify_info a where delete_status = "1" )b; ]
2023-02-26-23:20:16 [ views.py ] 172行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-26-23:20:16 [ views.py ] 173行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-26-23:54:26 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,5; ]
2023-02-26-23:54:26 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:55:10 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,5; ]
2023-02-26-23:55:10 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:55:18 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,5; ]
2023-02-26-23:55:18 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:56:19 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,5; ]
2023-02-26-23:56:19 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:56:26 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:56:26 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:56:29 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:56:29 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:56:29 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:56:29 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:56:34 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:56:34 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:58:13 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:58:13 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:58:59 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:58:59 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-26-23:59:10 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  classify = "None"  and book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:59:10 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where classify = "None"  and book_status = "None" )b; ]
2023-02-26-23:59:11 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  classify = "None"  and book_status = "None" order by id desc limit 0 ,10; ]
2023-02-26-23:59:11 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where classify = "None"  and book_status = "None" )b; ]
2023-02-27-00:00:09 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-27-00:00:09 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-27-00:00:13 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-27-00:00:13 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-27-00:01:05 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  classify = "None"  and book_status = "1" order by id desc limit 0 ,10; ]
2023-02-27-00:01:05 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where classify = "None"  and book_status = "1" )b; ]
2023-02-27-00:04:10 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  classify = "None"  and book_status = 1 order by id desc limit 0 ,10; ]
2023-02-27-00:04:10 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where classify = "None"  and book_status = 1 )b; ]
2023-02-27-00:04:14 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = None order by id desc limit 0 ,10; ]
2023-02-27-00:04:14 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = None )b; ]
2023-02-27-00:05:06 [ views.py ] 175行 | [ INFO ] | [ sql:select * from books_info where  book_status = "1" order by id desc limit 0 ,10; ]
2023-02-27-00:05:06 [ views.py ] 176行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "1" )b; ]
2023-02-27-00:06:05 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  book_status = "None" order by id desc limit 0 ,10; ]
2023-02-27-00:06:05 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where book_status = "None" )b; ]
2023-02-27-00:06:46 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-27-00:06:46 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:06:51 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:06:51 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:06:58 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:06:58 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:07:01 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:07:01 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:08:10 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:08:10 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:08:57 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:08:57 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:09:00 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:09:00 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:10:39 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:10:39 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:11:59 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:11:59 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:12:06 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:12:06 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:12:13 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:12:13 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:12:14 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:12:14 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:12:56 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:12:56 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:07 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:13:07 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:08 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:13:08 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:09 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:13:09 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:31 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:13:31 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:34 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:13:34 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:34 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:13:34 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:13:35 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:13:35 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:14:13 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:14:13 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:14:31 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:14:31 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:14:31 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:14:31 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:14:32 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:14:32 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:15:38 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:15:38 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:15:43 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:15:43 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:15:45 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:15:45 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:19:29 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:19:29 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:20:16 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:20:16 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:20:40 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:20:40 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:24:03 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:24:03 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:24:14 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:24:14 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:26:53 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:26:53 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:28:46 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:28:46 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:29:16 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:29:16 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:33:28 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:33:28 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:33:29 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:33:29 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:33:30 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:33:30 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:34:07 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:34:07 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:34:09 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:34:09 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:35:43 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,10; ]
2023-02-27-00:35:43 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:35:59 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:35:59 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:36:03 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:36:03 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:36:04 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:36:04 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:36:11 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:36:11 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:39:11 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:39:11 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:40:09 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:40:09 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:40:09 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:40:09 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:41:12 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
2023-02-27-00:41:12 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:41:51 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 5 ,5; ]
2023-02-27-00:41:51 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:41:52 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 10 ,5; ]
2023-02-27-00:41:52 [ views.py ] 177行 | [ INFO ] | [ countsql:select count(1) from (select a.id from books_info a where delete_status = "1" )b; ]
2023-02-27-00:41:54 [ views.py ] 176行 | [ INFO ] | [ sql:select * from books_info where  delete_status = "1" order by id desc limit 0 ,5; ]
